0.100000,0.000000,10.000000,10.000000,2.000000,60.000000,60.000000,60.000000,1.570000,1.570000
0.100000,0.000000,10.000000,10.000000,3.000000,50.000000,60.000000,60.000000,1.570000,1.570000
0.200000,0.000000,10.000000,10.000000,2.500000,60.000000,60.000000,70.000000,1.570000,1.570000
0.300000,0.000000,10.000000,10.000000,2.500000,60.000000,60.000000,70.000000,1.000000,1.000000
17.569891,-28.000000,683.117852,38.880028,2.500000,72.568922,85.805009,54.532509,1.570000,1.570000
13.453518,-307.000000,610.941896,45.411313,4.214191,60.000000,85.805009,70.000000,1.212428,1.570000
0.000000,0.000000,0.000000,0.618581,3.043719,47.445561,60.000000,70.000000,1.570000,1.570000
28.894622,9.000000,31.827661,1.101508,3.043719,60.000000,31.778068,54.865487,1.570000,1.837030
0.000000,0.000000,0.000000,3.310730,3.000000,60.000000,85.805009,70.000000,1.570000,1.570000
0.000000,0.000000,0.000000,1.850726,3.000000,59.387163,60.000000,70.000000,1.570000,1.529322
9.841209,23.000000,38.078866,3.869328,3.000000,60.000000,60.000000,66.636763,1.570000,1.570000
5.770543,30.000000,51.107729,8.856659,3.000000,60.000000,44.997265,70.000000,1.570000,1.289798
15.640535,-1.000000,441.276557,28.213649,4.214191,72.568922,63.376155,70.000000,1.570000,1.837030
10.672124,-33.000000,320.488689,30.030450,3.000000,72.568922,85.805009,70.000000,1.511801,1.837030
15.553901,20.000000,467.346766,30.046917,2.417573,60.000000,60.000000,70.000000,1.570000,1.570000
18.519614,-6.000000,464.346853,25.073247,3.000000,60.000000,60.000000,70.000000,1.570000,1.570000
53.510185,-1.000000,916.519503,17.127945,3.000000,60.000000,60.000000,70.000000,1.452015,1.570000
323.014448,313.000000,933.814757,2.890938,3.043719,50.546996,87.345558,70.000000,1.362315,1.570000
5.658650,-125.000000,170.017646,30.045620,2.693877,60.000000,60.000000,70.000000,1.570000,1.631625
21.123988,-52.000000,634.504531,30.037156,3.000000,51.081651,60.000000,70.000000,1.955872,1.392143
16.943602,17.000000,508.944987,30.037591,3.000000,60.000000,61.288798,70.000000,1.570000,1.570000
19.581300,-72.000000,582.243935,29.734693,3.000000,60.000000,60.000000,70.000000,1.363703,1.559324
17.829856,87.000000,500.464784,28.068919,3.000000,60.000000,61.288798,70.000000,1.570000,1.570000
28.495818,25.000000,37.643060,1.321003,3.074830,72.568922,90.000000,70.000000,1.570000,2.055200
0.000000,0.000000,0.000000,0.086042,3.043719,72.568922,85.805009,70.000000,1.570000,1.631625
0.000000,0.000000,0.000000,0.167969,3.074830,87.538853,85.805009,70.000000,1.570000,1.842038
0.000000,0.000000,0.000000,0.465575,3.074830,87.538853,90.000000,70.000000,1.955872,2.055200
